
ŞRJ/20529,Aytemiz Kestel Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Turanköy Mahallesi Ankara Yolu 25.km Caddesi No:19 Kestel / BURSA,
ŞRJ/20531,Beylikdüzü Opet,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi D-100 Karayolu Caddesi No:372 Beylikdüzü / İSTANBUL,
ŞRJ/20532,Gebze Center AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Tatlukuyu Mahallesi Güney Yan Yol Caddesi No:310 Gebze / KOCAELİ,
ŞRJ/20533,G-Plus Kule 1,Özel,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bağlar Mahallesi Mimar Sinan Caddesi No:35 Bağcılar / İSTANBUL,
ŞRJ/20534,Mahal İş Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Mevlana Mahallesi 794 Sokağı No:26C Atakum / SAMSUN,
ŞRJ/20535,Numa Club Side,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Üçtepeler Mahallesi Barbaros Hayrettinpaşa Caddesi No:12 Çolaklı Manavgat / ANTALYA,
ŞRJ/20536,Oasis Güney Sitesi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,50. Yıl Mahallesi 76 Sokağı No:4 Yenişehir / MERSİN,
ŞRJ/20537,Oasis Kuzey Sitesi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,50. Yıl Mahallesi 2754 Sokağı No:7A Yenişehir / MERSİN,
ŞRJ/20541,Orange City Balat,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Balat Mahallesi Bağ Sokağı No:1 Nilüfer / BURSA,
ŞRJ/20542,Zeydanlar Residance,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Hoşnudiye Mahallesi Şahin Caddesi No:17 Tepebaşı / ESKİŞEHİR,
ŞRJ/20591,ASPLUS FURKAN DEFNE SİTESİ,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Dokuzçeltik Mahallesi No:4 Yenişehir / DİYARBAKIR,
ŞRJ/20592,ASPLUS TRİAD EVLERİ,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Diclekent Mahallesi Mastfroş Caddesi No:13/28 Kayapınar / DİYARBAKIR,
ŞRJ/20594,ASPLUS ZANA TECH SİRİUS PARK EVLERİ,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Yiğitçavuş Mahallesi 5050/2 Sokağı No:11C/1 Sur / DİYARBAKIR,
ŞRJ/20605,Armonia Concept Residence,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Eryaman Mahallesi No:1 Armonia Concept Etimesgut / ANKARA,
ŞRJ/20632,Opet Çamlıca Bausan Petrol,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Burhaniye Mahallesi Kısıklı Caddesi No:21 Üsküdar / İSTANBUL,
ŞRJ/20633,ASPLUS NEW STAR SİTESİ,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Talaytepe Mahallesi Bedri Ayseli Caddesi 400-3 Sokağı Kayapınar / DİYARBAKIR,
ŞRJ/20649,Opet Maslak,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Maslak Mahallesi Aos 53 Sokağı No:7/1 Sarıyer / İSTANBUL,
ŞRJ/20656,Aktim Çarşı&Ofis Kırmızı Otopark,Özel,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Orta Mahallesi Maltepe Caddesi No:6 Bayrampaşa / İSTANBUL,
ŞRJ/20657,Aktim Çarşı&Ofis Sarı Otopark,Özel,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Orta Mahallesi Maltepe Caddesi No:6 Bayrampaşa / İSTANBUL,
ŞRJ/20658,Aktim Çarşı&Ofis Yeşil Otopark,Özel,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Orta Mahallesi Maltepe Caddesi No:6 Bayrampaşa / İSTANBUL,
ŞRJ/20667,Bayraklı Tower,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Mansuroğlu Mahallesi Ankara Caddesi No:81 Bayraklı / İZMİR,
ŞRJ/20739,Manisa Prime AVM Açık Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Laleli Mahallesi No:242 Yunusemre / MANİSA,
ŞRJ/20740,Metro Market Fethiye,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Foça Mahallesi 1418 Sokağı No:433 Fethiye / MUĞLA,
ŞRJ/20581,Elvankent Banka Konutlari K5 Adasi,Halka Açık,ACROPOL,GREENLEAF YENİLENEBİLİR ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GREENLEAF YENİLENEBİLİR ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Atakent Mahallesi Banka Konutlari Caddesi K 5 Adasi Sokağı Etimesgut / ANKARA,
ŞRJ/20752,Çeysa Premium Park,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Mezopotamya Mahallesi Kayapınar / DİYARBAKIR,
ŞRJ/20753,Şehr-i Emin 1 Konutları,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Fırat Mahallesi Kayapınar / DİYARBAKIR,
ŞRJ/20754,Diyar Palace Konutları,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Fırat Mahallesi Kayapınar / DİYARBAKIR,
ŞRJ/20755,Pietra Park Evleri,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Jiyan Caddesi Kayapınar / DİYARBAKIR,
ŞRJ/20757,Rezidans 75,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Fırat Mahallesi Kayapınar / DİYARBAKIR,
ŞRJ/20759,Gordion Park Florya,Özel,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Fırat Mahallesi Kayapınar / DİYARBAKIR,
ŞRJ/20766,Özdilek Kocaeli AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Emekevler Mahallesi No:110 D100 Kartepe / KOCAELİ,
ŞRJ/20767,Yakuplu Opet,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yakuplu Mahallesi No:161 Avcılar / İSTANBUL,
ŞRJ/20774,Toki Kusunlar,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Zirvekent Mahallesi Osmanlı Caddesi No:53/6 Kusunlar Toki Sitesi Mamak / ANKARA,
ŞRJ/20780,Yörsan Dinlenme Tesisi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sultaniye Mahallesi Balıkesir Caddesi No:97 Susurluk / BALIKESİR,
ŞRJ/20781,Lovely Butik Hotel Samsun,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kozköy Mahallesi 314 Sokağı No:9 Yakakent / SAMSUN,
ŞRJ/20786,Kahramanmaraş-Onikişubat- Lagünpark Residence,Özel,VOLTGO,VOLTGO ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,VYA ELEKTRONİK YAZILIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Süleymanşah Mahallesi 1062 Sokağı No:4/1 Onikişubat / KAHRAMANMARAŞ,
ŞRJ/20787,Kahramanmaraş-Onikişubat - Yedikule Sitesi A Blok,Özel,VOLTGO,VOLTGO ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,VYA ELEKTRONİK YAZILIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Yamaçtepe Mahallesi 93006 Sokağı No:18 Onikişubat / KAHRAMANMARAŞ,
ŞRJ/20798,Forum Magnesia AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Laleli Mahallesi Ali Rıza Efendi Caddesi No:4/9 Forum Magnesia Avm Yunusemre / MANİSA,
ŞRJ/20799,Onyx Çayyolu,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Prof. Ahmet Taner Kışlalı Mahallesi 2864 Caddesi No:25 Çankaya / ANKARA,
ŞRJ/20800,Özdilek Düzce AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Hamidiye Mahallesi 1247 Sokağı No:7 Merkez / DÜZCE,
ŞRJ/20801,The Marmara Otel Antalya,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Şirinyalı Mahallesi Lara Caddesi No:56 Muratpaşa / ANTALYA,
ŞRJ/20804,Urfa City AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Refahiye Mahallesi Osmangazi Caddesi No:11/A Haliliye / ŞANLIURFA,
ŞRJ/20806,Delka Otomotiv,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Eskihisar Mahallesi 1287 Sokağı No:37/1 Merkezefendi / DENİZLİ,
ŞRJ/20824,ASPLUS STAR LİFE SİTESİ,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Fırat Mahallesi Sipan Caddesi No:81H BLOK Kayapınar / DİYARBAKIR,
ŞRJ/20825,ASPLUS EYÜP ANDAN VİLLAGE,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Bağcılar Mahallesi 1217 Sokağı No:1 Bağlar / DİYARBAKIR,
ŞRJ/20826,ASPLUS FORUM ADLİYE LOJMANLARI,Özel,ASPLUS,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,ASPLUS ŞARJ İSTASYONLARI İŞLETMELERİ ANONİM ŞİRKETİ,Fabrika Mahallesi 761 Sokağı No:5 Yenişehir / DİYARBAKIR,
ŞRJ/20853,Çamlık Park,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Mansuroğlu Mahallesi 288/8 Sokağı Trafo Binası Yanı Şarj Ünitesi Bayraklı / İZMİR,
ŞRJ/20858,Lusso Sorgun Otel,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Sorgun Mahallesi Acısu Mevkii Manavgat / ANTALYA,
ŞRJ/3014,Edirne Hilly Hotel,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Şükrüpaşa Mahallesi Kıyık Caddesi No:254 Merkez / EDİRNE,
ŞRJ/3015,Istanbul Emaar AVM,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Ünalan Mahallesi Libadiye Caddesi No:88 Üsküdar / İSTANBUL,
ŞRJ/5357,ANKARA ANKAMALL,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Gazi Mahallesi Konya Devlet Yolu Caddesi No:2 Yenimahalle / ANKARA,
ŞRJ/8937,Akhisar O320 İzmir yönü,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İzmir-istanbul Otoyolu Mahallesi O-5 Caddesi 16. Sokak Sokağı No:16 Ballıca Mevkî Akhisar / MANİSA,
ŞRJ/9621,GEMLİK O68 İZMİR YÖNÜ,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İzmir-istanbul Otoyolu Mahallesi Engurucuk Mevkii Gemlik / BURSA,
ŞRJ/9626,GEMLİK O68 İSTANBUL YÖNÜ,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İzmir-istanbul Otoyolu Mahallesi Engurucuk Mevkii Gemlik / BURSA,
ŞRJ/9630,AKHİSAR O320 İSTANBUL YÖNÜ,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İzmir-istanbul Otoyolu Mahallesi Ballıca Mevkii Akhisar / MANİSA,
ŞRJ/13209,Ilgaz Çankırı,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Samsun İstanbul Yolu Caddesi No:9/2 Dörtyol Mevkii Pk:18400 Ilgaz / ÇANKIRI,
ŞRJ/14283,Gayrettepe İstanbul,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Levazım Mahallesi Koru Sokağı No:2 Beşiktaş / İSTANBUL,
ŞRJ/14704,Balıkesir Kuzey O204 İzmir yönü,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Otoyol Caddesi İbirler Karesi / BALIKESİR,
ŞRJ/14790,Muratpaşa Antalya,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Kazım Özalp Cad. Caddesi No:84 Muratpaşa / ANTALYA,
ŞRJ/14791,Merkezefendi Denizli - 1,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Menderes Bulv. Caddesi No:185 Merkezefendi / DENİZLİ,
ŞRJ/14792,Merkezefendi Denizli - 2,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Menderes Bulvarı Caddesi No:185 Merkezefendi / DENİZLİ,
ŞRJ/14793,Ümraniye İstanbul,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Fatih Sultan Mehmet Mahallesi Balkan Caddesi No:56 Ümraniye / İSTANBUL,
ŞRJ/16838,Balıkesir Kuzey O204 İstanbul yönü,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İbirler Mahallesi İbirler Karesi / BALIKESİR,
ŞRJ/3013,Bolu Highway Outlet Ankara Yönü,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Istanbul Bolu 227.km Caddesi No:5 Elmalık Merkez / BOLU,
ŞRJ/17148,Çankaya Ankara,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Mustafa Kemal Mahallesi Dumlupınar Sokağı No:164 Çankaya / ANKARA,
ŞRJ/18622,Süleymanpaşa Tekirdağ,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Değirmenaltı Mahallesi Yeşilçay Sokağı No:24 Süleymanpaşa / TEKİRDAĞ,
ŞRJ/19387,Samandıra Kuzey,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Eyüp Sultan Mahallesi Sancaktepe / İSTANBUL,
ŞRJ/18798,Ağaçköy Kütahya,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,"Ağaçköy Mahallesi Petrol Ofisi, Ağaçköy, Afyonkarahisar Karayolu Blv Caddesi No:100 Merkez / KÜTAHYA",
ŞRJ/19388,Samandıra Güney,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Ferhatpaşa Mahallesi Samandıra Caddesi No:78 Ataşehir / İSTANBUL,
ŞRJ/17147,Söke Aydın,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İzmir Söke Yolu Caddesi Sazlı Söke / AYDIN,
ŞRJ/19597,Keşan Edirne,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,İspat Camii Mahallesi No:14 /1 Keşan / EDİRNE,
ŞRJ/20063,Güvenevler Afyonkarahisar,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Güvenevler Mahallesi 1. Sokağı Merkez / AFYONKARAHİSAR,
ŞRJ/20152,İzmit Kocaeli,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Sanayi Mahallesi İzmit / KOCAELİ,
ŞRJ/20552,Sivrihisar Eskişehir,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Kurşunlu Mahallesi Sivrihisar / ESKİŞEHİR,
ŞRJ/20553,Beylikdüzü Gürpınar Yolu,Halka Açık,TESLA,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,TESLA MOTORLARI SATIŞ VE HİZMETLERİ LİMİTED ŞİRKETİ,Cumhuriyet Mahallesi D100 Karayolu Caddesi No:48 Büyükçekmece / İSTANBUL,
